,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
455,Stanley Johnson,TOR,24,0.6,1.0,59.1,0.1,0.3,16.7,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.4,10.0,0.3,0.7,46.7,,,
456,Stanton Kidd,UTA,28,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,,
457,Stephen Curry,GSW,32,2.4,3.8,63.2,0.4,0.6,66.7,0.2,0.2,100,0.4,0.8,50.0,1.2,3.2,37.5,1.4,6.0,23.3,,,
458,Sterling Brown,MIL,25,0.7,1.4,49.3,0.1,0.3,40.0,0.1,0.2,41.7,0.1,0.3,20.0,0.5,1.3,35.4,0.4,1.4,29.2,,,
459,Steven Adams,OKC,26,3.4,5.0,67.4,0.8,2.0,41.6,0.3,0.6,52.6,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
460,Svi Mykhailiuk,DET,23,0.8,1.6,49.5,0.0,0.3,11.8,0.0,0.1,33.3,0.0,0.1,0.0,0.7,1.8,40.0,1.4,3.2,42.7,,,
461,T.J. McConnell,IND,28,1.5,2.3,63.2,0.5,1.0,50.0,0.7,1.5,46.6,0.3,0.7,34.6,0.1,0.2,36.4,0.0,0.1,37.5,,,
462,T.J. Warren,IND,26,3.4,4.8,71.0,0.9,1.8,47.5,1.3,2.7,49.2,0.9,1.9,46.5,0.7,1.8,41.0,0.7,1.8,39.0,,,
463,TJ Leaf,IND,23,1.0,1.7,57.4,0.1,0.5,21.4,0.0,0.2,20.0,0.0,0.1,0.0,0.1,0.3,28.6,0.1,0.4,27.3,,,
464,Tacko Fall,BOS,24,1.5,1.8,81.8,0.3,0.5,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
465,Taj Gibson,NYK,35,2.0,2.9,67.6,0.2,0.4,45.5,0.1,0.3,47.1,0.3,0.7,40.5,0.1,0.3,38.1,0.0,0.0,50.0,,,
466,Talen Horton-Tucker,LAL,19,1.8,2.8,64.3,0.2,0.4,50.0,0.0,0.2,0.0,0.0,0.0,0.0,0.6,1.4,42.9,0.2,1.0,16.7,,,
467,Tariq Owens,PHX,25,0.3,0.7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.3,0.0,,,
468,Taurean Prince,BKN,26,1.3,2.7,49.7,0.3,0.8,31.4,0.2,0.7,33.3,0.2,0.5,40.0,1.1,3.2,34.3,1.2,3.5,34.1,,,
469,Terance Mann,LAC,23,0.7,1.1,62.2,0.1,0.4,40.0,0.1,0.3,30.0,0.0,0.1,0.0,0.1,0.5,28.6,0.1,0.2,50.0,,,
470,Terence Davis,TOR,23,1.4,2.2,63.2,0.0,0.2,17.6,0.0,0.2,27.3,0.0,0.1,0.0,0.6,1.3,44.1,0.7,2.1,35.3,,,
471,Terrance Ferguson,OKC,22,0.4,0.6,61.8,0.0,0.1,0.0,0.0,0.0,50.0,0.1,0.2,50.0,0.5,1.6,31.5,0.4,1.4,28.4,,,
472,Terrence Ross,ORL,29,0.9,1.4,62.6,0.2,0.5,45.5,0.4,0.9,41.5,0.6,1.5,40.0,1.0,2.4,39.6,1.8,5.3,34.4,,,
473,Terry Rozier,CHA,26,2.1,4.1,50.6,0.5,1.4,34.9,0.5,1.4,39.5,0.3,0.9,37.0,1.2,2.8,43.4,1.7,4.3,38.7,,,
474,Thabo Sefolosha,HOU,36,0.5,0.6,80.0,0.0,0.1,0.0,0.0,0.1,33.3,0.0,0.1,20.0,0.3,0.7,39.3,0.1,0.6,15.4,,,
475,Thaddeus Young,CHI,32,2.2,4.0,55.6,0.6,1.4,41.1,0.1,0.2,30.8,0.1,0.2,40.0,0.7,1.9,37.1,0.5,1.6,33.0,,,
476,Thanasis Antetokounmpo,MIL,27,1.2,1.9,64.7,0.0,0.1,0.0,0.1,0.2,66.7,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.0,,,
477,Theo Pinson,NYK,24,0.8,1.9,41.9,0.1,0.2,33.3,0.0,0.1,0.0,0.1,0.1,66.7,0.2,0.5,29.4,0.3,1.7,18.2,,,
478,Thomas Bryant,WAS,22,3.2,4.3,74.9,0.3,0.6,51.7,0.3,0.7,43.3,0.5,1.2,46.3,0.3,0.8,32.4,0.6,1.5,42.0,,,
479,Thon Maker,DET,23,0.8,1.3,62.5,0.2,0.5,44.4,0.1,0.2,44.4,0.1,0.2,33.3,0.2,0.5,34.4,0.2,0.5,37.5,,,
480,Tim Frazier,DET,29,0.4,0.8,50.0,0.2,0.5,33.3,0.1,0.4,30.0,0.2,0.5,38.5,0.2,0.6,33.3,0.2,0.8,27.3,,,
481,Tim Hardaway Jr.,DAL,28,1.2,2.1,56.0,0.3,0.9,33.3,0.4,0.8,50.0,0.5,1.2,45.1,1.2,3.0,41.2,1.7,4.4,40.0,,,
482,Timothe Luwawu-Cabarrot,BKN,25,1.0,1.9,53.9,0.0,0.2,25.0,0.0,0.1,20.0,0.1,0.1,100,0.8,2.0,41.8,0.5,1.5,35.2,,,
483,Tobias Harris,PHI,27,3.0,4.8,62.5,1.1,2.4,47.7,1.0,2.1,47.7,0.6,1.6,35.3,0.7,1.8,38.2,1.2,3.5,35.3,,,
484,Tomas Satoransky,CHI,28,1.6,3.1,52.5,0.6,1.2,48.0,0.4,0.8,48.1,0.1,0.3,33.3,0.4,1.4,33.0,0.5,1.8,30.7,,,
485,Tony Bradley,UTA,22,1.9,2.7,69.2,0.2,0.4,47.8,0.0,0.1,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,100,,,
486,Tony Snell,DET,28,0.6,1.0,66.7,0.2,0.5,40.7,0.1,0.3,31.6,0.1,0.3,47.1,0.9,2.3,42.1,0.8,2.2,39.4,,,
487,Torrey Craig,DEN,29,1.3,1.8,71.6,0.0,0.2,10.0,0.0,0.2,18.2,0.0,0.1,50.0,0.4,1.4,28.6,0.4,1.1,38.1,,,
488,Trae Young,ATL,21,2.8,4.9,57.3,1.0,2.4,43.4,1.2,2.7,45.1,0.5,1.0,50.0,0.4,0.9,42.6,2.5,7.2,35.1,,,
489,Tremont Waters,BOS,22,0.6,1.1,54.5,0.1,0.5,20.0,0.1,0.5,20.0,0.1,0.3,33.3,0.1,0.6,16.7,0.4,1.5,23.5,,,
490,Treveon Graham,ATL,26,0.7,1.4,46.8,0.2,0.6,38.2,0.1,0.1,57.1,0.0,0.0,0.0,0.3,1.0,27.3,0.3,1.2,27.7,,,
491,Trevor Ariza,POR,35,1.2,1.8,62.9,0.1,0.2,36.4,0.0,0.1,0.0,0.0,0.1,0.0,0.9,2.4,39.1,0.5,1.5,33.8,,,
492,Trey Burke,DAL,27,1.0,2.1,48.5,0.1,0.2,50.0,0.3,0.6,55.6,0.5,1.2,39.5,0.3,0.8,40.0,0.7,1.6,44.2,,,
493,Trey Lyles,SAS,24,0.9,1.6,57.8,0.1,0.4,34.6,0.2,0.3,50.0,0.1,0.3,42.1,0.6,1.5,40.9,0.5,1.3,35.4,,,
494,Tristan Thompson,CLE,29,3.5,6.1,57.7,1.1,2.4,45.7,0.2,0.7,33.3,0.0,0.1,14.3,0.0,0.2,8.3,0.1,0.2,46.2,,,
495,Troy Brown Jr.,WAS,20,2.0,3.2,61.8,0.3,1.0,31.4,0.3,0.8,35.2,0.4,1.1,35.1,0.5,1.2,41.0,0.5,1.6,30.6,,,
496,Troy Daniels,DEN,28,0.2,0.4,64.7,0.0,0.1,40.0,0.1,0.2,57.1,0.2,0.5,33.3,0.5,1.0,46.7,0.5,1.9,28.7,,,
497,Ty Jerome,PHX,22,0.3,0.7,42.9,0.3,0.7,35.0,0.2,0.6,31.3,0.1,0.1,66.7,0.2,0.6,35.3,0.3,1.3,25.7,,,
498,Tyler Cook,DEN,22,0.5,0.8,60.0,0.1,0.1,100,0.1,0.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
499,Tyler Herro,MIA,20,1.1,2.0,55.0,0.3,0.7,41.7,0.5,1.1,43.5,0.7,1.6,44.2,0.9,2.5,38.5,1.4,3.6,38.7,,,
500,Tyler Johnson,BKN,28,0.6,1.2,50.0,0.1,0.4,25.0,0.3,0.5,55.6,0.3,0.9,38.2,0.5,1.3,38.0,0.7,2.1,32.5,,,
501,Tyler Zeller,SAS,30,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
502,Tyrone Wallace,ATL,26,0.8,1.4,57.9,0.1,0.4,16.7,0.0,0.2,0.0,0.1,0.2,50.0,0.0,0.4,0.0,0.1,0.6,12.5,,,
503,Tyson Chandler,HOU,37,0.6,0.7,77.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
504,Tyus Jones,MEM,24,0.9,1.6,56.4,0.6,1.2,46.8,0.5,1.2,43.6,0.3,0.5,52.9,0.4,0.8,41.8,0.4,1.3,34.9,,,
505,Udonis Haslem,MIA,40,0.8,1.5,50.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,1.0,33.3,,,
506,Vic Law,ORL,24,0.0,0.3,0.0,0.3,0.4,66.7,0.4,0.4,100,0.1,0.3,50.0,0.0,0.7,0.0,0.1,0.6,25.0,,,
507,Victor Oladipo,IND,28,1.5,3.5,43.9,0.4,0.6,63.6,0.6,1.3,44.0,0.6,1.4,46.2,0.6,1.5,37.9,1.4,4.4,31.3,,,
508,Vince Carter,ATL,43,0.2,0.5,44.8,0.2,0.3,55.0,0.2,0.4,38.5,0.2,0.3,57.9,0.4,1.2,29.2,0.7,2.3,30.1,,,
509,Vincent Poirier,BOS,26,0.5,1.0,55.0,0.1,0.2,50.0,0.0,0.3,0.0,0.1,0.2,33.3,0.1,0.2,66.7,0.1,0.1,50.0,,,
510,Vlatko Cancar,DEN,23,0.5,0.6,71.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.4,20.0,,,
511,Wayne Ellington,NYK,32,0.2,0.3,54.5,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.3,30.0,0.6,1.5,40.4,0.9,2.9,31.3,,,
512,Wendell Carter Jr.,CHI,21,3.3,5.2,63.8,0.3,1.0,31.0,0.4,0.7,53.3,0.1,0.3,35.7,0.1,0.6,20.8,0.0,0.2,11.1,,,
513,Wenyen Gabriel,POR,23,0.5,0.8,60.9,0.0,0.1,0.0,0.0,0.0,100,0.0,0.0,0.0,0.2,0.5,33.3,0.1,0.3,25.0,,,
514,Wes Iwundu,ORL,25,0.8,1.4,60.3,0.1,0.3,22.2,0.1,0.3,33.3,0.2,0.5,33.3,0.3,1.0,31.5,0.3,0.8,39.5,,,
515,Wesley Matthews,MIL,33,0.6,1.0,59.7,0.1,0.3,27.3,0.1,0.3,35.3,0.1,0.2,41.7,0.7,1.7,43.2,0.9,2.8,32.1,,,
516,Will Barton,DEN,29,2.6,4.6,56.8,0.4,1.4,29.8,0.3,0.8,39.6,0.4,0.8,55.6,0.9,2.1,41.1,1.1,3.0,35.5,,,
517,William Howard,HOU,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,0.0,,,
518,Willie Cauley-Stein,DAL,26,2.7,3.7,71.6,0.3,0.7,42.5,0.1,0.5,30.8,0.1,0.6,16.1,0.0,0.1,33.3,0.0,0.0,0.0,,,
519,Willy Hernangomez,CHA,26,1.7,2.7,64.3,0.4,0.8,50.0,0.1,0.3,37.5,0.0,0.1,0.0,0.1,0.2,28.6,0.1,0.5,25.0,,,
520,Wilson Chandler,BKN,33,0.6,0.8,69.0,0.3,0.5,47.4,0.1,0.2,28.6,0.2,0.2,85.7,0.4,1.4,30.6,0.6,2.0,31.0,,,
521,Yogi Ferrell,SAC,27,0.3,0.7,48.5,0.0,0.1,40.0,0.2,0.5,42.3,0.6,1.0,59.1,0.2,0.6,36.0,0.3,1.1,28.3,,,
522,Yuta Watanabe,MEM,25,0.5,0.9,53.3,0.2,0.3,75.0,0.0,0.3,0.0,0.1,0.2,33.3,0.2,0.4,50.0,0.0,0.2,0.0,,,
523,Zach Collins,POR,22,2.0,3.5,56.4,0.1,0.5,20.0,0.1,0.3,33.3,0.1,0.2,50.0,0.3,0.7,37.5,0.4,1.0,36.4,,,
524,Zach LaVine,CHI,25,4.8,8.3,58.1,0.1,0.8,14.6,0.2,0.7,28.6,0.6,1.5,39.8,1.2,2.9,40.9,2.0,5.5,36.4,,,
525,Zach Norvell Jr.,GSW,22,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.6,0.0,0.6,1.2,50.0,,,
526,Zhaire Smith,PHI,21,0.5,1.0,50.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.2,0.0,0.0,0.3,0.0,,,
527,Zion Williamson,NOP,19,8.1,13.1,62.1,0.3,0.8,30.0,0.1,0.3,37.5,0.0,0.1,0.0,0.0,0.2,0.0,0.3,0.5,54.5,,,
528,Zylan Cheatham,NOP,24,1.5,1.5,100,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,,
529,Aaron Gordon,ORL,24,,,-,,,-,,,-,,,-,,,-,,,,,,
530,Aaron Holiday,IND,23,,,-,,,-,,,-,,,-,,,-,,,,,,
531,Abdel Nader,OKC,26,,,-,,,-,,,-,,,-,,,-,,,,,,
532,Adam Mokoka,CHI,21,,,-,,,-,,,-,,,-,,,-,,,,,,
533,Admiral Schofield,WAS,23,,,-,,,-,,,-,,,-,,,-,,,,,,
534,Al Horford,PHI,34,,,-,,,-,,,-,,,-,,,-,,,,,,
535,Al-Farouq Aminu,ORL,29,,,-,,,-,,,-,,,-,,,-,,,,,,
536,Alec Burks,PHI,28,,,-,,,-,,,-,,,-,,,-,,,,,,
537,Alen Smailagic,GSW,19,,,-,,,-,,,-,,,-,,,-,,,,,,
538,Alex Caruso,LAL,26,,,-,,,-,,,-,,,-,,,-,,,,,,
539,Alex Len,SAC,27,,,-,,,-,,,-,,,-,,,-,,,,,,
540,Alfonzo McKinnie,CLE,27,,,-,,,-,,,-,,,-,,,-,,,,,,
541,Alize Johnson,IND,24,,,-,,,-,,,-,,,-,,,-,,,,,,
542,Allen Crabbe,MIN,28,,,-,,,-,,,-,,,-,,,-,,,,,,
543,Allonzo Trier,NYK,24,,,-,,,-,,,-,,,-,,,-,,,,,,
544,Amile Jefferson,ORL,27,,,-,,,-,,,-,,,-,,,-,,,,,,
545,Amir Coffey,LAC,23,,,-,,,-,,,-,,,-,,,-,,,,,,
546,Andre Drummond,CLE,26,,,-,,,-,,,-,,,-,,,-,,,,,,
547,Andre Iguodala,MIA,36,,,-,,,-,,,-,,,-,,,-,,,,,,
548,Andre Roberson,OKC,28,,,-,,,-,,,-,,,-,,,-,,,,,,
549,Andrew Wiggins,GSW,25,,,-,,,-,,,-,,,-,,,-,,,,,,
550,Anfernee Simons,POR,21,,,-,,,-,,,-,,,-,,,-,,,,,,
551,Ante Zizic,CLE,23,,,-,,,-,,,-,,,-,,,-,,,,,,
552,Anthony Davis,LAL,27,,,-,,,-,,,-,,,-,,,-,,,,,,
553,Anthony Tolliver,MEM,35,,,-,,,-,,,-,,,-,,,-,,,,,,
554,Antonius Cleveland,DAL,26,,,-,,,-,,,-,,,-,,,-,,,,,,
555,Anzejs Pasecniks,WAS,24,,,-,,,-,,,-,,,-,,,-,,,,,,
556,Aron Baynes,PHX,33,,,-,,,-,,,-,,,-,,,-,,,,,,
557,Austin Rivers,HOU,27,,,-,,,-,,,-,,,-,,,-,,,,,,
558,Avery Bradley,LAL,29,,,-,,,-,,,-,,,-,,,-,,,,,,
559,BJ Johnson,ORL,24,,,-,,,-,,,-,,,-,,,-,,,,,,
560,Bam Adebayo,MIA,22,,,-,,,-,,,-,,,-,,,-,,,,,,
561,Ben McLemore,HOU,27,,,-,,,-,,,-,,,-,,,-,,,,,,
562,Ben Simmons,PHI,23,,,-,,,-,,,-,,,-,,,-,,,,,,
563,Bismack Biyombo,CHA,27,,,-,,,-,,,-,,,-,,,-,,,,,,
564,Blake Griffin,DET,31,,,-,,,-,,,-,,,-,,,-,,,,,,
565,Boban Marjanovic,DAL,31,,,-,,,-,,,-,,,-,,,-,,,,,,
566,Bobby Portis,NYK,25,,,-,,,-,,,-,,,-,,,-,,,,,,
567,Bogdan Bogdanovic,SAC,27,,,-,,,-,,,-,,,-,,,-,,,,,,
568,Bojan Bogdanovic,UTA,31,,,-,,,-,,,-,,,-,,,-,,,,,,
569,Bol Bol,DEN,20,,,-,,,-,,,-,,,-,,,-,,,,,,
570,Brad Wanamaker,BOS,30,,,-,,,-,,,-,,,-,,,-,,,,,,
571,Bradley Beal,WAS,27,,,-,,,-,,,-,,,-,,,-,,,,,,
572,Brandon Clarke,MEM,23,,,-,,,-,,,-,,,-,,,-,,,,,,
573,Brandon Goodwin,ATL,24,,,-,,,-,,,-,,,-,,,-,,,,,,
574,Brandon Ingram,NOP,22,,,-,,,-,,,-,,,-,,,-,,,,,,
575,Brandon Knight,DET,28,,,-,,,-,,,-,,,-,,,-,,,,,,
576,Brian Bowen II,IND,21,,,-,,,-,,,-,,,-,,,-,,,,,,
577,Brook Lopez,MIL,32,,,-,,,-,,,-,,,-,,,-,,,,,,
578,Bruce Brown,DET,23,,,-,,,-,,,-,,,-,,,-,,,,,,
579,Bruno Caboclo,HOU,24,,,-,,,-,,,-,,,-,,,-,,,,,,
580,Bruno Fernando,ATL,21,,,-,,,-,,,-,,,-,,,-,,,,,,
581,Bryn Forbes,SAS,26,,,-,,,-,,,-,,,-,,,-,,,,,,
582,Buddy Hield,SAC,27,,,-,,,-,,,-,,,-,,,-,,,,,,
583,CJ McCollum,POR,28,,,-,,,-,,,-,,,-,,,-,,,,,,
584,CJ Miles,WAS,33,,,-,,,-,,,-,,,-,,,-,,,,,,
585,Caleb Martin,CHA,24,,,-,,,-,,,-,,,-,,,-,,,,,,
586,Caleb Swanigan,POR,23,,,-,,,-,,,-,,,-,,,-,,,,,,
587,Cam Reddish,ATL,20,,,-,,,-,,,-,,,-,,,-,,,,,,
588,Cameron Johnson,PHX,24,,,-,,,-,,,-,,,-,,,-,,,,,,
589,Cameron Payne,PHX,25,,,-,,,-,,,-,,,-,,,-,,,,,,
590,Caris LeVert,BKN,25,,,-,,,-,,,-,,,-,,,-,,,,,,
591,Carmelo Anthony,POR,36,,,-,,,-,,,-,,,-,,,-,,,,,,
592,Carsen Edwards,BOS,22,,,-,,,-,,,-,,,-,,,-,,,,,,
593,Cedi Osman,CLE,25,,,-,,,-,,,-,,,-,,,-,,,,,,
594,Chandler Hutchison,CHI,24,,,-,,,-,,,-,,,-,,,-,,,,,,
595,Chandler Parsons,ATL,31,,,-,,,-,,,-,,,-,,,-,,,,,,
596,Charles Brown Jr.,ATL,23,,,-,,,-,,,-,,,-,,,-,,,,,,
597,Chasson Randle,GSW,27,,,-,,,-,,,-,,,-,,,-,,,,,,
598,Cheick Diallo,PHX,23,,,-,,,-,,,-,,,-,,,-,,,,,,
599,Chimezie Metu,SAS,23,,,-,,,-,,,-,,,-,,,-,,,,,,
600,Chris Boucher,TOR,27,,,-,,,-,,,-,,,-,,,-,,,,,,
601,Chris Chiozza,BKN,24,,,-,,,-,,,-,,,-,,,-,,,,,,
602,Chris Clemons,HOU,22,,,-,,,-,,,-,,,-,,,-,,,,,,
603,Chris Paul,OKC,35,,,-,,,-,,,-,,,-,,,-,,,,,,
604,Chris Silva,MIA,23,,,-,,,-,,,-,,,-,,,-,,,,,,
605,Christian Wood,DET,24,,,-,,,-,,,-,,,-,,,-,,,,,,
606,Clint Capela,ATL,26,,,-,,,-,,,-,,,-,,,-,,,,,,
607,Coby White,CHI,20,,,-,,,-,,,-,,,-,,,-,,,,,,
608,Cody Martin,CHA,24,,,-,,,-,,,-,,,-,,,-,,,,,,
609,Cody Zeller,CHA,27,,,-,,,-,,,-,,,-,,,-,,,,,,
610,Collin Sexton,CLE,21,,,-,,,-,,,-,,,-,,,-,,,,,,
611,Corey Brewer,SAC,34,,,-,,,-,,,-,,,-,,,-,,,,,,
612,Cory Joseph,SAC,28,,,-,,,-,,,-,,,-,,,-,,,,,,
613,Courtney Lee,DAL,34,,,-,,,-,,,-,,,-,,,-,,,,,,
614,Cristiano Felicio,CHI,27,,,-,,,-,,,-,,,-,,,-,,,,,,
615,D'Angelo Russell,MIN,24,,,-,,,-,,,-,,,-,,,-,,,,,,
616,D.J. Augustin,ORL,32,,,-,,,-,,,-,,,-,,,-,,,,,,
617,D.J. Wilson,MIL,24,,,-,,,-,,,-,,,-,,,-,,,,,,
618,DaQuan Jeffries,SAC,22,,,-,,,-,,,-,,,-,,,-,,,,,,
619,Damian Jones,ATL,25,,,-,,,-,,,-,,,-,,,-,,,,,,
620,Damian Lillard,POR,29,,,-,,,-,,,-,,,-,,,-,,,,,,
621,Damion Lee,GSW,27,,,-,,,-,,,-,,,-,,,-,,,,,,
622,Damyean Dotson,NYK,26,,,-,,,-,,,-,,,-,,,-,,,,,,
623,Daniel Gafford,CHI,21,,,-,,,-,,,-,,,-,,,-,,,,,,
624,Daniel Theis,BOS,28,,,-,,,-,,,-,,,-,,,-,,,,,,
625,Danilo Gallinari,OKC,31,,,-,,,-,,,-,,,-,,,-,,,,,,
626,Danny Green,LAL,33,,,-,,,-,,,-,,,-,,,-,,,,,,
627,Dante Exum,CLE,24,,,-,,,-,,,-,,,-,,,-,,,,,,
628,Danuel House Jr.,HOU,27,,,-,,,-,,,-,,,-,,,-,,,,,,
629,Dario Saric,PHX,26,,,-,,,-,,,-,,,-,,,-,,,,,,
630,Darius Bazley,OKC,20,,,-,,,-,,,-,,,-,,,-,,,,,,
631,Darius Garland,CLE,20,,,-,,,-,,,-,,,-,,,-,,,,,,
632,Daryl Macon,MIA,24,,,-,,,-,,,-,,,-,,,-,,,,,,
633,David Nwaba,HOU,27,,,-,,,-,,,-,,,-,,,-,,,,,,
634,Davis Bertans,WAS,27,,,-,,,-,,,-,,,-,,,-,,,,,,
635,De'Aaron Fox,SAC,22,,,-,,,-,,,-,,,-,,,-,,,,,,
636,De'Andre Hunter,ATL,22,,,-,,,-,,,-,,,-,,,-,,,,,,
637,De'Anthony Melton,MEM,22,,,-,,,-,,,-,,,-,,,-,,,,,,
638,DeAndre Jordan,BKN,31,,,-,,,-,,,-,,,-,,,-,,,,,,
639,DeAndre' Bembry,ATL,25,,,-,,,-,,,-,,,-,,,-,,,,,,
640,DeMar DeRozan,SAS,30,,,-,,,-,,,-,,,-,,,-,,,,,,
641,DeMarre Carroll,HOU,33,,,-,,,-,,,-,,,-,,,-,,,,,,
642,Dean Wade,CLE,23,,,-,,,-,,,-,,,-,,,-,,,,,,
643,Deandre Ayton,PHX,21,,,-,,,-,,,-,,,-,,,-,,,,,,
644,Dejounte Murray,SAS,23,,,-,,,-,,,-,,,-,,,-,,,,,,
645,Delon Wright,DAL,28,,,-,,,-,,,-,,,-,,,-,,,,,,
646,Dennis Schroder,OKC,26,,,-,,,-,,,-,,,-,,,-,,,,,,
647,Dennis Smith Jr.,NYK,22,,,-,,,-,,,-,,,-,,,-,,,,,,
648,Denzel Valentine,CHI,26,,,-,,,-,,,-,,,-,,,-,,,,,,
649,Deonte Burton,OKC,26,,,-,,,-,,,-,,,-,,,-,,,,,,
650,Derrick Favors,NOP,28,,,-,,,-,,,-,,,-,,,-,,,,,,
651,Derrick Jones Jr.,MIA,23,,,-,,,-,,,-,,,-,,,-,,,,,,
652,Derrick Rose,DET,31,,,-,,,-,,,-,,,-,,,-,,,,,,
653,Derrick Walton Jr.,DET,25,,,-,,,-,,,-,,,-,,,-,,,,,,
654,Derrick White,SAS,25,,,-,,,-,,,-,,,-,,,-,,,,,,
655,Devin Booker,PHX,23,,,-,,,-,,,-,,,-,,,-,,,,,,
656,Devon Hall,OKC,24,,,-,,,-,,,-,,,-,,,-,,,,,,
657,Devontae Cacok,LAL,23,,,-,,,-,,,-,,,-,,,-,,,,,,
658,Devonte' Graham,CHA,25,,,-,,,-,,,-,,,-,,,-,,,,,,
659,Dewan Hernandez,TOR,23,,,-,,,-,,,-,,,-,,,-,,,,,,
660,Dewayne Dedmon,ATL,30,,,-,,,-,,,-,,,-,,,-,,,,,,
661,Dillon Brooks,MEM,24,,,-,,,-,,,-,,,-,,,-,,,,,,
662,Dion Waiters,LAL,28,,,-,,,-,,,-,,,-,,,-,,,,,,
663,Domantas Sabonis,IND,24,,,-,,,-,,,-,,,-,,,-,,,,,,
664,Donovan Mitchell,UTA,23,,,-,,,-,,,-,,,-,,,-,,,,,,
665,Donta Hall,BKN,22,,,-,,,-,,,-,,,-,,,-,,,,,,
666,Donte DiVincenzo,MIL,23,,,-,,,-,,,-,,,-,,,-,,,,,,
667,Dorian Finney-Smith,DAL,27,,,-,,,-,,,-,,,-,,,-,,,,,,
668,Doug McDermott,IND,28,,,-,,,-,,,-,,,-,,,-,,,,,,
669,Dragan Bender,GSW,22,,,-,,,-,,,-,,,-,,,-,,,,,,
670,Draymond Green,GSW,30,,,-,,,-,,,-,,,-,,,-,,,,,,
671,Drew Eubanks,SAS,23,,,-,,,-,,,-,,,-,,,-,,,,,,
672,Duncan Robinson,MIA,26,,,-,,,-,,,-,,,-,,,-,,,,,,
673,Dusty Hannahs,MEM,26,,,-,,,-,,,-,,,-,,,-,,,,,,
674,Dwayne Bacon,CHA,24,,,-,,,-,,,-,,,-,,,-,,,,,,
675,Dwight Howard,LAL,34,,,-,,,-,,,-,,,-,,,-,,,,,,
676,Dwight Powell,DAL,28,,,-,,,-,,,-,,,-,,,-,,,,,,
677,Dzanan Musa,BKN,21,,,-,,,-,,,-,,,-,,,-,,,,,,
678,E'Twaun Moore,NOP,31,,,-,,,-,,,-,,,-,,,-,,,,,,
679,Ed Davis,UTA,31,,,-,,,-,,,-,,,-,,,-,,,,,,
680,Edmond Sumner,IND,24,,,-,,,-,,,-,,,-,,,-,,,,,,
681,Elfrid Payton,NYK,26,,,-,,,-,,,-,,,-,,,-,,,,,,
682,Elie Okobo,PHX,22,,,-,,,-,,,-,,,-,,,-,,,,,,
683,Emmanuel Mudiay,UTA,24,,,-,,,-,,,-,,,-,,,-,,,,,,
684,Enes Kanter,BOS,28,,,-,,,-,,,-,,,-,,,-,,,,,,
685,Eric Bledsoe,MIL,30,,,-,,,-,,,-,,,-,,,-,,,,,,
686,Eric Gordon,HOU,31,,,-,,,-,,,-,,,-,,,-,,,,,,
687,Eric Mika,SAC,25,,,-,,,-,,,-,,,-,,,-,,,,,,
688,Eric Paschall,GSW,23,,,-,,,-,,,-,,,-,,,-,,,,,,
689,Ersan Ilyasova,MIL,33,,,-,,,-,,,-,,,-,,,-,,,,,,
690,Evan Fournier,ORL,27,,,-,,,-,,,-,,,-,,,-,,,,,,
691,Evan Turner,MIN,31,,,-,,,-,,,-,,,-,,,-,,,,,,
692,Frank Jackson,NOP,22,,,-,,,-,,,-,,,-,,,-,,,,,,
693,Frank Kaminsky,PHX,27,,,-,,,-,,,-,,,-,,,-,,,,,,
694,Frank Mason,MIL,26,,,-,,,-,,,-,,,-,,,-,,,,,,
695,Frank Ntilikina,NYK,21,,,-,,,-,,,-,,,-,,,-,,,,,,
696,Fred VanVleet,TOR,26,,,-,,,-,,,-,,,-,,,-,,,,,,
